state,description,priority,creation_timestamp_ms,update_timestamp_ms,start_timestamp_ms,task_type,destination_uris,attempt,batch_eecu_usage_seconds,id,name
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_cloudprobability-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,206.6361694,GCPSRRL4DAT2TDT5FMOAM5BY,projects/earthengine-legacy/operations/GCPSRRL4DAT2TDT5FMOAM5BY
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_cloudprobability-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,287.0317688,G3TZTT6534TJI3BRZXQRZH5V,projects/earthengine-legacy/operations/G3TZTT6534TJI3BRZXQRZH5V
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_cloudprobability-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,300.7734375,4CC6BHI5FH55J3RJ3PJ54GAP,projects/earthengine-legacy/operations/4CC6BHI5FH55J3RJ3PJ54GAP
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_cloudprobability-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,214.665863,XCP4H6PRT2MZUDAUTNXFRY46,projects/earthengine-legacy/operations/XCP4H6PRT2MZUDAUTNXFRY46
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_bands-20m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,80.85107422,HA5ONDV3SOQJXKZ2LAOBQB7E,projects/earthengine-legacy/operations/HA5ONDV3SOQJXKZ2LAOBQB7E
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_bands-20m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,65.84929657,DWZHOOIG7KG4YH6P7DYYC7YC,projects/earthengine-legacy/operations/DWZHOOIG7KG4YH6P7DYYC7YC
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_bands-20m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,113.7720947,O2HYLJDTADNLABOV2CZZRUTI,projects/earthengine-legacy/operations/O2HYLJDTADNLABOV2CZZRUTI
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_bands-20m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,94.81697845,YOSU27EM3DCMVU5QRUYBS5XE,projects/earthengine-legacy/operations/YOSU27EM3DCMVU5QRUYBS5XE
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_masks-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,357.5462646,Y3MIAZYGV2LUJWS5PXZVBXEZ,projects/earthengine-legacy/operations/Y3MIAZYGV2LUJWS5PXZVBXEZ
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_masks-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,297.3983154,M2FGU73LNFPZKKSMT6PWQQHY,projects/earthengine-legacy/operations/M2FGU73LNFPZKKSMT6PWQQHY
